cuit,razon_social,fecha_hora_contrato_social,tipo_societario,fecha_hora_actualizacion,numero_inscripcion,dom_fiscal_provincia,dom_fiscal_localidad,dom_fiscal_calle,dom_fiscal_numero,dom_fiscal_piso,dom_fiscal_departamento,dom_fiscal_cp,dom_fiscal_estado_domicilio,dom_legal_provincia,dom_legal_localidad,dom_legal_calle,dom_legal_numero,dom_legal_piso,dom_legal_departamento,dom_legal_cp,dom_legal_estado_domicilio
34677233461,COOPERATIVA DE TRABAJO DESARROLLO TECNOLOGICO PARA EL BIENESTAR,1994-11-01-00:00,COOPERATIVA,,,BUENOS AIRES,VERONICA,30,1530,,, 1917,INEXISTENTE - DESCONOCIDO,BUENOS AIRES,LA PLATA,57,1101,,, 1900,NO CONFIRMADO
34677333474,KIRONIA SA,1994-05-05-00:00,SOCIEDAD ANONIMA,2020-10-30-18:12,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAVALLE,1454,06,A, 1048,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAVALLE,1454,06,A, 1048,NO CONFIRMADO
34677433487,ERRE EFE CONSTRUCCIONES SRL,1994-10-17-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-02-02-10:34,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MARTINEZ ROSAS,1277,,, 1414,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MARTINEZ ROSAS,1277,,, 1414,NO CONFIRMADO
34677633400,TEXER S R L,1994-09-14-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-12:55,,CORDOBA,ALTO ALBERDI,CORONEL OLMEDO,115,,, 5000,NO CONFIRMADO,CORDOBA,ALTO ALBERDI,CORONEL OLMEDO,115,,, 5000,NO CONFIRMADO
34677833353,TURISMO MARILET SA,1994-09-26-00:00,SOCIEDAD ANONIMA,2020-04-29-15:48,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORDOBA AV.,466,EP,032, 1054,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORDOBA AV.,466,EP,032, 1054,INEXISTENTE - DESCONOCIDO
34677833426,ASOCIACION CIVIL DE EGRESADOS DE LAS FUERZAS ARMADAS A#O 1957,1985-04-12-12:00,ASOCIACION CIVIL,2021-05-03-10:22,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,URUGUAY,862,06,605, 1015,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,URUGUAY,862,06,605, 1015,NO CONFIRMADO
34678033342,ASOC MUT DE JUB Y PENS DEL P LEG PROV BS,,,,,,,,,,,,,BUENOS AIRES,LA PLATA,,,,, 1900,NO CONFIRMADO
34678033415,ASOC COOP ESC N 11 TERESA T TUNESSI,,,,,,,,,,,,,BUENOS AIRES,ENSENADA,,,,, 1925,NO CONFIRMADO
34678133355,SOCIEDAD COSMOPOLITA DE SOCORROS MUTUOS DE MARTINEZ,1917-08-01-10:43,ASOCIACION MUTUAL,2021-06-01-08:43,,BUENOS AIRES,MARTINEZ,RICARDO GUTIERREZ,1516,,, 1640,CONFIRMADO,BUENOS AIRES,MARTINEZ,RICARDO GUTIERREZ,1516,,, 1640,DECLARADO POR INTERNET
34678333443,INDUSTRIAS FRIGORIFICAS SAN PEDRO SAICFIA,1995-03-01-00:00,SOCIEDAD ANONIMA,2018-11-13-14:54,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN PEDRO,5400,,, 1440,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN PEDRO,5400,,, 1440,NO CONFIRMADO
34678433383,CLUB DE LOS ABUELOS,1975-12-30-00:00,ASOCIACION CIVIL,2021-06-14-06:09,,SANTA FE,SANTA FE,BELGRANO,6130,,, 3000,DECLARADO,SANTA FE,SANTA FE,BELGRANO,6130,,, 3000,DECLARADO
34678533396,PANE SOC RESP LTDA,1995-09-13-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-26-13:03,,BUENOS AIRES,TIGRE,AV CAZON,1336,01,B, 1648,NO CONFIRMADO,BUENOS AIRES,TIGRE,AV CAZON,1336,01,B, 1648,NO CONFIRMADO
34678633307,MULTIMETRICA DENKO S A,1994-12-12-00:00,SOCIEDAD ANONIMA,2018-11-13-16:11,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PARANA,231,,, 1017,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PARANA,231,,, 1017,NO CONFIRMADO
34678733484,LEO S A COMERCIAL E INDUSTRIAL,1976-06-30-00:00,SOCIEDAD ANONIMA,2018-11-13-13:13,,CORDOBA,CORDOBA,SAN MARTIN,347,PB,009, 5000,NO CONFIRMADO,CORDOBA,CORDOBA,SAN MARTIN,347,PB,009, 5000,NO CONFIRMADO
34678833497,IMANWARE S R L,1995-02-16-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2020-10-30-18:12,,BUENOS AIRES,SAN JUSTO,BASUALDO,1454,,, 1754,CONFIRMADO,BUENOS AIRES,LA PLATA,18,620,,, 1900,NO CONFIRMADO
34678933335,CHAMINADE HNOS SOC COMERCIAL COLECTIVA,1995-02-03-00:00,SOCIEDAD COLECTIVA,,,BUENOS AIRES,ITUZAINGO,LOS POZOS,335,,, 1714,NO CONFIRMADO,BUENOS AIRES,ITUZAINGO,LOS POZOS,335,,, 1714,NO CONFIRMADO
34679033311,TEAV II SRL,1994-09-07-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-13:13,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CAMPANA,563,,62, 1406,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CUENCA,513,,A, 1406,NO CONFIRMADO
34679133324,VISUALIZA CAR SYSTEM SA,1995-01-19-00:00,SOCIEDAD ANONIMA,2018-11-13-12:08,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAENZ PEÑA R. PTE. AV.,1110,06,07, 1035,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RIO DE JANEIRO,85,12,, 1405,NO CONFIRMADO
34679233337,PEDRO 94 SA,1995-04-03-00:00,SOCIEDAD ANONIMA,2018-11-13-14:54,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GOYENA PEDRO AV.,94,,, 1424,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GOYENA PEDRO AV.,94,,, 1424,NO CONFIRMADO
34679558066,CAMARA MARPLATENSE DE REMISES Y AFINES 17 DE AGOSTO,1994-08-26-12:00,ASOCIACION CIVIL,,,BUENOS AIRES,MAR DEL PLATA,MATHEU,2685,,, 7600,NO CONFIRMADO,BUENOS AIRES,MAR DEL PLATA,MATHEU,2685,,, 7600,NO CONFIRMADO
34679633378,COOPERATIVA DE TRABAJO SEGRAMAR LTDA,1995-04-17-00:00,COOPERATIVA,,,BUENOS AIRES,MAR DEL PLATA SUR,DE LOS INMIGRANTES,140,,, 7600,INEXISTENTE - DESCONOCIDO,BUENOS AIRES,MAR DEL PLATA,DE LOS INMIGRANTES,140,,, 7600,NO CONFIRMADO
34679633440,PESQUERA DEL LITORAL SOCIEDAD DE RESPONSABILIDAD LIMITADA,1995-08-09-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,,,BUENOS AIRES,MAR DEL PLATA SUR,JURAMENTO,2240,,, 7600,NO CONFIRMADO,BUENOS AIRES,MAR DEL PLATA,JURAMENTO,2240,,, 7600,NO CONFIRMADO
34679733453,MB SEGURIDAD SRL,1995-08-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-05-27-14:05,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,YRIGOYEN HIPOLITO,434,5,12, 1086,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,YRIGOYEN HIPOLITO,434,5,12, 1086,DECLARADO POR INTERNET
34679933304,ENYCOR SA,1994-12-22-00:00,SOCIEDAD ANONIMA,2021-04-03-05:27,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,QUESADA,2422,7,A, 1429,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORDOBA AV.,838,11,211, 1054,NO CONFIRMADO
34680033449,AVALAR S R L,1995-07-17-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-01-23-06:29,,TUCUMAN,SAN MIGUEL DE TUCUMAN,ALBERDI,225,01,001, 4000,CONFIRMADO,TUCUMAN,SAN MIGUEL DE TUCUMAN,ALBERDI,225,01,001, 4000,DECLARADO POR INTERNET
34680333302,MG Y MC SRL,1995-06-15-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2019-07-24-05:42,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GARCIA JUAN A.,2416,,, 1416,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GARCIA JUAN A.,2416,,, 1416,NO CONFIRMADO
34680333477,ASOCIACION COOPERADORA ESCUELA TECNICA N 37- D.E.11- HOGAR NAVAL STELLA MARIS,1986-04-04-12:00,ASOCIACION COOPERADORA,2021-06-01-14:11,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PERGAMINO,211,,, 1406,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PERGAMINO,211,,, 1406,DECLARADO POR INTERNET
34680533328,TRANSPORTES DEL REY S A,1995-05-22-00:00,SOCIEDAD ANONIMA,2018-11-13-13:13,,SANTA FE,ROSARIO SUD,GABOTO,539,,, 2000,INEXISTENTE - DESCONOCIDO,SANTA FE,ROSARIO,RICHIERI,98,,, 2000,CONFIRMADO
34680533492,FEDERACION DE PELOTA DE LA PROVINCIA DE SANTA FE,1937-10-07-00:00,ASOCIACION CIVIL,2021-05-03-09:23,,SANTA FE,FIRMAT,CORDOBA,1132,,, 2630,CONFIRMADO,SANTA FE,ROSARIO,PARAGUAY,451,,, 2000,CONFIRMADO
34680633330,SHAIT SRL,1996-03-04-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-10:59,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN JOSE,747,15,D, 1076,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN JOSE,747,15,D, 1076,NO CONFIRMADO
34680633403,BOTAX SA,1996-02-02-00:00,SOCIEDAD ANONIMA,2020-04-29-15:41,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,VIAMONTE,1479,06,D, 1055,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,VIAMONTE,1479,06,D, 1055,INEXISTENTE - DESCONOCIDO
34680733343,JORDAL S R L,1995-08-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,OLAZABAL,5007,,, 1431,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,OLAZABAL,5007,,, 1431,NO CONFIRMADO
34680733416,PINTA BUS SOC RESP LIMITADA,1995-04-25-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LLAVALLOL,5543,,, 1419,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LLAVALLOL,5543,,, 1419,NO CONFIRMADO
34680796914,SOCIEDAD ARGENTINA DE SIDA S A S,1994-07-01-00:00,ASOCIACION CIVIL,2021-05-03-09:52,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,USPALLATA,2272,1,, 1282,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,USPALLATA,2272,1,, 1282,DECLARADO POR INTERNET
34680833356,FOTO FENIX S R L,1995-05-24-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-26-12:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,1115,01,, 1043,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,1115,01,, 1043,NO CONFIRMADO
34680933431,NEOCAR S R L,1995-06-30-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-17:42,,SANTA FE,ROSARIO SUD,CAFERATA,3747,,, 2000,INEXISTENTE - DESCONOCIDO,SANTA FE,ROSARIO,CAFERATA,3747,,, 2000,NO CONFIRMADO
34681033345,E S  SRL,1994-10-27-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-10:59,,CORDOBA,BARRIO CENTRO NORTE,RIVERA INDARTE,161,,029, 5000,NO CONFIRMADO,CORDOBA,BARRIO CENTRO,RIVERA INDARTE,161,,029, 5000,NO CONFIRMADO
34681033418,ASOC DE BOMBEROS VOLUNTARIOS DE RIO PRIMERO,1982-05-20-00:00,ASOCIACION CIVIL,2020-12-14-12:41,,CORDOBA,RIO PRIMERO,SAN MARTIN,401,,, 5127,DECLARADO,CORDOBA,RIO PRIMERO,9 DE JULIO,185,,, 5127,NO CONFIRMADO
34681133358,PACTO FEDERAL EDUCATIVO,,,,,,,,,,,,,ENTRE RIOS,PARANA,,,,, 3100,NO CONFIRMADO
34681133420,RED FEDERAL DE FORMACION DOCENTE CONT,,,,,,,,,,,,,ENTRE RIOS,PARANA,,0,,, 3100,NO CONFIRMADO
34681333373,MECANIZAR S R L,1996-05-15-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-26-12:51,,SALTA,ROSARIO DE LA FRONTERA,25 DE MAYO,670,,, 4190,NO CONFIRMADO,SALTA,R. D.L.FRONTERA,25 DE MAYO,670,,, 4190,NO CONFIRMADO
34681433459,PRO MANEGEMENT S R L,1996-05-03-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-14:54,,BUENOS AIRES,MAR DEL PLATA SUR,BERNARDO DE IRIGOYEN,3441,,, 7600,INEXISTENTE - DESCONOCIDO,BUENOS AIRES,MAR DEL PLATA,BERNARDO DE IRIGOYEN,3441,,, 7600,NO CONFIRMADO
34681533399,ALIS S R L,1995-08-28-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PARAGUAY,783,08,D, 1057,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PARAGUAY,783,08,D, 1057,NO CONFIRMADO
34681533461,CAMARA ARGENTINA NORUEGA DE COMERCIO,1992-06-15-00:00,ASOCIACION CIVIL,2021-05-03-11:17,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PELLEGRINI CARLOS,1427,2,, 1011,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ESMERALDA,909,03,, 1007,NO CONFIRMADO
34681633474,SOCIEDAD DE FOMENTO BARRIO LOS NOGALES,,,,,,,,,,,,,BUENOS AIRES,MORENO,,0,,, 1744,NO CONFIRMADO
34682033314,ASOCIACION CIVIL CASA DE FRANCISCO,1994-10-28-00:00,ASOCIACION CIVIL,2021-05-03-09:52,,SANTA FE,SANTO TOME,MITRE,3495,,, 3016,DECLARADO,SANTA FE,SANTO TOME,MITRE,3495,,, 3016,DECLARADO
34682333342,PERONA HNOS SRL,1995-09-10-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-01-17:33,,CORDOBA,BARRIO PUEYRREDON             *,POTOSI,1239,,, 5013,CONFIRMADO,CORDOBA,B.PUEYRREDON,POTOSI,1239,,, 5013,NO CONFIRMADO
34682433355,MANDATOS DEGUEN S A,1995-11-17-00:00,SOCIEDAD ANONIMA,2019-07-24-05:46,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,456,3,32, 1043,SIN CORRESP TIPO DOMICILIO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,456,3,32, 1043,CONFIRMADO
34682433428,CAPIOVI SA,1969-08-19-00:00,SOCIEDAD ANONIMA,2020-10-30-22:48,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PARANA,378,01,, 1017,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PARANA,378,01,, 1017,NO CONFIRMADO
34682733383,JOLENAR SA,1983-12-13-00:00,SOCIEDAD ANONIMA,,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CASTEX,3472,03,008, 1425,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CASTEX,3472,03,008, 1425,NO CONFIRMADO
34682933307,JO VIAL SRL,1997-04-02-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-16:11,,BUENOS AIRES,LANUS,LINIERS,2881,,, 1824,NO NOTIFICADO,BUENOS AIRES,LANUS,LINIERS,2881,,, 1824,NO CONFIRMADO
34683033385,FUNDACION VITTAL,1992-12-29-00:00,FUNDACION,2021-05-03-10:46,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,HUMBOLDT,1550,2,213, 1414,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORDOBA AV.,1114,,, 1055,NO CONFIRMADO
34683033458,ANTIGUA LIBRERIA PORTE#A SRL,1996-11-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-05-03-11:39,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MAIPU,618,PB,, 1006,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MAIPU,618,PB,, 1006,NO CONFIRMADO
34683133398,ASOCIACION CIVIL MEDICA Y ASISTENCIA SOCIAL A M A S,1995-12-28-00:00,ASOCIACION CIVIL,2021-06-14-06:06,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ESMERALDA,853,1,16, 1007,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ESMERALDA,853,1,16, 1007,DECLARADO
34683133460,INTER P SA,1996-02-15-12:00,SOCIEDAD ANONIMA,2019-07-24-04:43,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AMBROSETTI JUAN B.,845,,, 1405,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RIVAROLA R. DR. PJE.,193,03,012, 1015,NO CONFIRMADO
34683433499,CLINICA PRIVADA BELGRANO SA,1995-11-03-00:00,SOCIEDAD ANONIMA,2018-11-13-12:55,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PUEYRREDON AV.,854,13,A, 1032,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PUEYRREDON AV.,854,13,A, 1032,NO CONFIRMADO
34683733352,ASOCIACION CIVIL CASA DE JUVENTUD,1995-07-03-12:00,ASOCIACION CIVIL,,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CAFAYATE,5000,,, 1439,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CAFAYATE,5000,,, 1439,NO CONFIRMADO
34683933378,NEW CREAM S R L,1996-05-15-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-23-14:34,,BUENOS AIRES,MERLO,PRESIDENTE PERON,25991,,, 1722,CONFIRMADO,BUENOS AIRES,MERLO,PRESIDENTE PERON,25991,,, 1722,CONFIRMADO
34684033354,SAN ISIDRO S.R.L. EN LIQUIDACION,2001-09-30-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2019-07-24-05:27,,CORDOBA,RIO CUARTO,ECHEVERRIA,544,,, 5800,DECLARADO POR INTERNET,CORDOBA,RIO CUARTO,ECHEVERRIA,544,,, 5800,CONFIRMADO
34684033427,BIBLIOTECA POPULAR DE LOS SAGRADOS CORAZONES,2000-07-01-00:00,ASOCIACION CIVIL,2020-11-01-07:22,,CORDOBA,RIO CUARTO,LAMADRID,1661,,, 5800,DECLARADO,CORDOBA,RIO CUARTO,LAMADRID,1661,,, 5800,CONFIRMADO
34684233442,ALBORADA SOCIEDAD ANONIMA,1987-01-12-00:00,SOCIEDAD ANONIMA,2021-04-02-05:10,,MENDOZA,SAN JOSE,BANDERA DE LOS ANDES,293,,, 5519,CONFIRMADO,MENDOZA,SAN JOSE,BANDERA DE LOS ANDES,293,,, 5519,CONFIRMADO
34684333382,CTRO INTEGRAL DE ACTIV ACUATICAS SRL,1995-09-07-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-12:06,,BUENOS AIRES,BERNAL,AVELLANEDA,594,,, 1876,NO CONFIRMADO,BUENOS AIRES,BERNAL,AVELLANEDA,594,,, 1876,NO CONFIRMADO
34684533306,VEINTICINCO DE MAYO SA,1997-09-18-00:00,SOCIEDAD ANONIMA,2021-06-01-19:02,,NEUQUEN,NEUQUEN,RIOJA,617,,, 8300,CONFIRMADO,NEUQUEN,NEUQUEN,BUENOS AIRES,373,2,A, 8300,DECLARADO POR INTERNET
34684633319,MUEBLERIA MIGUEL NOVOA HERMANOS SOCIEDAD ANOMINA,2016-06-23-12:00,SOCIEDAD ANONIMA,2021-04-23-14:31,,BUENOS AIRES,LA PLATA SUDESTE CALLE 50 AMBAS VEREDAS,12,1436,,, 1900,NO CONFIRMADO,BUENOS AIRES,LA PLATA,12,1436,,, 1900,NO CONFIRMADO
34684733496,NEOSTAR S A,1996-04-15-00:00,SOCIEDAD ANONIMA,2020-11-24-17:29,,SANTA FE,ROSARIO NORTE,MENDOZA,4631,,, 2000,CONFIRMADO,SANTA FE,ROSARIO NORTE,CATAMARCA,2440,,, 2000,NO CONFIRMADO
34685033323,DEKON S R L,1996-05-31-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2019-07-24-04:36,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CERVANTES,384,,, 1407,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GAONA AV.,4521,,, 1407,NO CONFIRMADO
34685033498,NORHAUS PROPIEDADES S A,1996-03-18-00:00,SOCIEDAD ANONIMA,2018-11-13-12:55,,BUENOS AIRES,VICENTE LOPEZ,ARISTOBULO DEL VALLE,1488,PB,, 1638,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CAJARAVILLA,4726,PB,, 1407,NO CONFIRMADO
34685133336,CONSTRUCCIONES DAMIR SRL,1997-04-24-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-14:54,,BUENOS AIRES,MONTE GRANDE,VICENTE LOPEZ,336,,, 1842,NO CONFIRMADO,BUENOS AIRES,MONTE GRANDE,VICENTE LOPEZ,336,,, 1842,NO CONFIRMADO
34685233349,R O S S  SPECIAL SERVICE S R L,1996-04-16-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MONTEVIDEO,533,09,B, 1019,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MONTEVIDEO,533,09,B, 1019,NO CONFIRMADO
34685233411,ASOCIACION CIVIL COMITE DE ABOGADOS DE BANCOS DE LA REPUBLICA ARGENTINA,1996-02-16-12:00,ASOCIACION CIVIL,2020-05-08-15:11,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PERON JUAN TTE.GRAL.,564,6,, 1038,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RECONQUISTA,458,02,, 1003,NO CONFIRMADO
34685333351,ASOCIACION COOPERADORA CENTRO DE FORMACION LABORAL N 2,1998-05-14-00:00,ASOCIACION CIVIL,2021-05-03-11:17,,BUENOS AIRES,SAENZ PEÑA,NUESTRA SEÑORA DE LORETO,2653,,, 1674,DECLARADO,BUENOS AIRES,SAENZ PEÑA,NUESTRA SEÑORA DE LORETO,2653,,, 1674,DECLARADO
34685433364,COOPERATIVA DE TRABAJO DE SERVICIOS     EL HALCON LTDA,1995-11-30-12:00,COOPERATIVA,2020-12-01-18:08,,CORDOBA,BARRIO CENTRO,AV GRAL PAZ,159,01,130, 5000,NO CONFIRMADO,CORDOBA,BARRIO CENTRO,AV GRAL PAZ,159,01,130, 5000,NO CONFIRMADO
34685933480,MARZELIT S R L EN FORMACION,1996-06-21-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2020-01-21-07:08,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SANTA FE AV.,1124,,, 1059,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SANTA FE AV.,1124,,, 1059,NO CONFIRMADO
34686033394,COOP DE VIVIENDA CONSUMO Y SERV SOCIALESMONSENOR E ANGELELLI LTDA,1996-10-17-12:00,COOPERATIVA,,,BUENOS AIRES,ISIDRO CASANOVA,ANDALGALA,5894,,, 1765,NO CONFIRMADO,BUENOS AIRES,ISIDRO CASANOVA,ANDALGALA,5894,,, 1765,NO CONFIRMADO
34686133305,BE3 SRL,1998-10-05-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-27-12:25,,CHACO,RESISTENCIA,AVENIDA LAS HERAS,150,1,, 3500,DECLARADO POR INTERNET,CHACO,RESISTENCIA,AVENIDA LAS HERAS,150,1,B, 3500,DECLARADO POR INTERNET
34686233318,DIFEMA SRL,1996-07-19-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-04-04:25,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ZAPIOLA,1112,,, 1426,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ARCE,819,05,, 1426,CONFIRMADO
34686233482,RUBRO PUBLICIDAD SA,1996-07-10-00:00,SOCIEDAD ANONIMA,2021-01-23-06:29,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CABILDO AV.,2657,10,40, 1428,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GOROSTIAGA,1595,,, 1426,NO CONFIRMADO
34686333320,EAGLEMP TURISMO SRL,1993-02-23-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2020-08-28-14:20,,SANTA FE,COLONIA FRANCESA,ZONA RURAL-COLONIA FRANCESA,0,,, 3005,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RIVADAVIA AV.,882,04,I, 1002,NO CONFIRMADO
