,doi,pubmed_id,title,subtype,creator,affilname,publicationName,aggregationType,abstract,include?,proc_pubmed_id,proc_abstract,proc_title
501,10.1016/j.autcon.2020.103078,,Complete coverage path planning using reinforcement learning for Tetromino based cleaning and maintenance robot,ar,Krishna Lakshmanan A.,"Singapore University of Technology and Design;Birla Institute of Technology and Science, Pilani",Automation in Construction,Journal,"Highlights

â¢

The reinforcement learning based complete coverage path planning is tested on reconfigurable tiling robot called hTetro.

â¢

The model minimizing the transformational and rotational actions generates the path with lower cost than tiling methods.

â¢

The model is able to determine the optimal set of morphologies required for each environment.

â¢

The algorithm can generate a path in a plethora of environments with different obstacle settings.

â¢

The model also takes lesser time to generate this path compared to conventional methods.
Tiling robotics have been deployed in autonomous complete area coverage tasks such as floor cleaning, building inspection, and maintenance, surface painting. One class of tiling robotics, polyomino-based reconfigurable robots, overcome the limitation of fixed-form robots in achieving high-efficiency area coverage by adopting different morphologies to suit the needs of the current environment. Since the reconfigurable actions of these robots are produced by real-time intelligent decisions during operations, an optimal path planning algorithm is paramount to maximize the area coverage while minimizing the energy consumed by these robots. This paper proposes a complete coverage path planning (CCPP) model trained using deep blackreinforcement learning (RL) for the tetromino based reconfigurable robot platform called hTetro to simultaneously generate the optimal set of shapes for any pretrained arbitrary environment shape with a trajectory that has the least overall cost. To this end, a Convolutional Neural Network (CNN) with Long Short Term Memory (LSTM) layers is trained using Actor Critic Experience Replay (ACER) reinforcement learning algorithm. The results are compared with existing approaches which are based on the traditional tiling theory model, including zigzag, spiral, and greedy search schemes. The model is also compared with the Travelling salesman problem (TSP) based Genetic Algorithm (GA) and Ant Colony Optimization (ACO) schemes. The proposed scheme generates a path with lower cost while also requiring lesser time to generate it. The model is also highly robust and can generate a path in any pretrained arbitrary environments.",NO,0,highlights reinforcement learning based complete coverage path planning tested reconfigurable tiling robot called htetro model minimizing transformational rotational actions generates path lower cost tiling methods model able determine optimal set morphologies required environment algorithm generate path plethora environments different obstacle settings model also takes lesser time generate path compared conventional methods tiling robotics deployed autonomous complete area coverage tasks floor cleaning building inspection maintenance surface painting one class tiling robotics polyominobased reconfigurable robots overcome limitation fixedform robots achieving highefficiency area coverage adopting different morphologies suit needs current environment since reconfigurable actions robots produced realtime intelligent decisions operations optimal path planning algorithm paramount maximize area coverage minimizing energy consumed robots paper proposes complete coverage path planning cpp model trained using deep blackreinforcement learning rl tetromino based reconfigurable robot platform called htetro simultaneously generate optimal set shapes pretrained arbitrary environment shape trajectory least overall cost end convolutional neural network cnn long short term memory stm layers trained using actor critic experience replay acre reinforcement learning algorithm results compared existing approaches based traditional tiling theory model including zigzag spiral greedy search schemes model also compared travelling salesman problem tsp based genetic algorithm ga ant colony optimization aco schemes proposed scheme generates path lower cost also requiring lesser time generate it model also highly robust generate path pretrained arbitrary environments,complete coverage path planning using reinforcement learning tetromino based cleaning maintenance robot
502,10.1007/s10845-019-01479-8,,Artificial intelligence planners for multi-head path planning of SwarmItFIX agents,ar,Veeramani S.,Indian Institute of Information Technology Design and Manufacturing Kancheepuram,Journal of Intelligent Manufacturing,Journal,"Sheet metal manufacturing is finding wide applications in automotive and aerospace industries. Handling of giant sheet materials in manufacturing industries is one of the key problems. Utilization of robots, viz SwarmItFIX, will address this problem and automate the fixturing process, which greatly reduces lead time and thus the production cost. Implementation of intelligence into the robots will further improve efficiency in handling and reduce manufacturing inaccuracies. In this work, two different novel planners are proposed which do path planning for the heads of the SwarmItFIX agents. The environment of the problem is modeled as a Markov Decision Problem. The first planner uses the Value Iteration and Policy Iteration (PI) algorithms individually and the second planner performs the Monte Carlo control reinforcement learning. Finally, when the simulation is done and parameters of the proposed three algorithms along with existing Constraint Satisfaction Problem algorithm are compared with each other. It is observed that the proposed PI algorithm returns the plan much faster than the other algorithms. In the near future, the efficient planning model will be tested and implemented into the SwarmItFIX setup at the PMAR laboratory, University of Genoa, Italy.",NO,0,sheet metal manufacturing finding wide applications automotive aerospace industries handling giant sheet materials manufacturing industries one key problems utilization robots viz swarmitfix address problem automate fixturing process greatly reduces lead time thus production cost implementation intelligence robots improve efficiency handling reduce manufacturing inaccuracies work two different novel planners proposed path planning heads swarmitfix agents environment problem modeled markov decision problem first planner uses value iteration policy iteration pi algorithms individually second planner performs monte carlo control reinforcement learning finally simulation done parameters proposed three algorithms along existing constraint satisfaction problem algorithm compared other observed proposed pi algorithm returns plan much faster algorithms near future efficient planning model tested implemented swarmitfix setup par laboratory university geno italy,artificial intelligence planners multihead path planning swarmitfix agents
503,10.1109/TCYB.2018.2878977,30475740.0,Robot-Assisted Pedestrian Regulation Based on Deep Reinforcement Learning,ar,Wan Z.,University of Rhode Island,IEEE Transactions on Cybernetics,Journal,"Pedestrian regulation can prevent crowd accidents and improve crowd safety in densely populated areas. Recent studies use mobile robots to regulate pedestrian flows for desired collective motion through the effect of passive human-robot interaction (HRI). This paper formulates a robot motion planning problem for the optimization of two merging pedestrian flows moving through a bottleneck exit. To address the challenge of feature representation of complex human motion dynamics under the effect of HRI, we propose using a deep neural network to model the mapping from the image input of pedestrian environments to the output of robot motion decisions. The robot motion planner is trained end-to-end using a deep reinforcement learning algorithm, which avoids hand-crafted feature detection and extraction, thus improving the learning capability for complex dynamic problems. Our proposed approach is validated in simulated experiments, and its performance is evaluated. The results demonstrate that the robot is able to find optimal motion decisions that maximize the pedestrian outflow in different flow conditions, and the pedestrian-accumulated outflow increases significantly compared to cases without robot regulation and with random robot motion.",NO,1,pedestrian regulation prevent crowd accidents improve crowd safety densely populated areas recent studies use mobile robots regulate pedestrian flows desired collective motion effect passive humanrobot interaction hi paper formulated robot motion planning problem optimization two merging pedestrian flows moving bottleneck exit address challenge feature representation complex human motion dynamics effect hi propose using deep neural network model mapping image input pedestrian environments output robot motion decisions robot motion planner trained endtoend using deep reinforcement learning algorithm avoids handcrafted feature detection extraction thus improving learning capability complex dynamic problems proposed approach validated simulated experiments performance evaluated results demonstrate robot able find optimal motion decisions maximize pedestrian outflow different flow conditions pedestrianaccumulated outflow increases significantly compared cases without robot regulation random robot motion,robotassisted pedestrian regulation based deep reinforcement learning
505,10.3389/fnbot.2020.00016,,Robustness Through Simplicity: A Minimalist Gateway to Neurorobotic Flight,ar,Levy S.D.,Washington and Lee University,Frontiers in Neurorobotics,Journal,"In attempting to build neurorobotic systems based on flying animals, engineers have come to rely on existing firmware and simulation tools designed for miniature aerial vehicles (MAVs). Although they provide a valuable platform for the collection of data for Deep Learning and related AI approaches, such tools are deliberately designed to be general (supporting air, ground, and water vehicles) and feature-rich. The sheer amount of code required to support such broad capabilities can make it a daunting task to adapt these tools to building neurorobotic systems for flight. In this paper we present a complementary pair of simple, object-oriented software tools (multirotor flight-control firmware and simulation platform), each consisting of a core of a few thousand lines of C++ code, that we offer as a candidate solution to this challenge. By providing a minimalist application programming interface (API) for sensors and PID controllers, our software tools make it relatively painless for engineers to prototype neuromorphic approaches to MAV sensing and navigation. We conclude our discussion by presenting a simple PID controller we built using the popular Nengo neural simulator in conjunction with our flight-simulation platform.",NO,0,attempting build neurorobotic systems based flying animals engineers come rely existing firmware simulation tools designed miniature aerial vehicles maps although provide valuable platform collection data deep learning related ai approaches tools deliberately designed general supporting air ground water vehicles featurerich sheer amount code required support broad capabilities make daunting task adapt tools building neurorobotic systems flight paper present complementary pair simple objectoriented software tools multirotor flightcontrol firmware simulation platform consisting core thousand lines c code offer candidate solution challenge providing minimalist application programming interface api sensors pid controllers software tools make relatively painless engineers prototype neuromorphic approaches mav sensing navigation conclude discussion presenting simple pid controller built using popular nengo neural simulator conjunction flightsimulation platform,robustness simplicity minimalist gateway neurorobotic flight
506,10.3389/frobt.2020.00021,,Identification of the Students Learning Process During Education Robotics Activities,ar,Scaradozzi D.,Laboratoire dâInformatique et SystÃ¨mes;UniversitÃ  Politecnica delle Marche,Frontiers in Robotics and AI,Journal,"This paper presents the design of an assessment process and its outcomes to investigate the impact of Educational Robotics activities on students' learning. Through data analytics techniques, the authors will explore the activities' output from a pedagogical and quantitative point of view. Sensors are utilized in the context of an Educational Robotics activity to obtain a more effective robotâenvironment interaction. Pupils work on specific exercises to make their robot smarter and to carry out more complex and inspirational projects: the integration of sensors on a robotic prototype is crucial, and learners have to comprehend how to use them. In the presented study, the potential of Educational Data Mining is used to investigate how a group of primary and secondary school students, using visual programming (Lego Mindstorms EV3 Education software), design programming sequences while they are solving an exercise related to an ultrasonic sensor mounted on their robotic artifact. For this purpose, a tracking system has been designed so that every programming attempt performed by students' teams is registered on a log file and stored in an SD card installed in the Lego Mindstorms EV3 brick. These log files are then analyzed using machine learning techniques (k-means clustering) in order to extract different patterns in the creation of the sequences and extract various problem-solving pathways performed by students. The difference between problem-solving pathways with respect to an indicator of early achievement is studied.",SI,0,paper presents design assessment process outcomes investigate impact educational robotics activities students learning data analytics techniques authors explore activities output pedagogical quantitative point view sensors utilized context educational robotics activity obtain effective robotenvironment interaction pupils work specific exercises make robot smarter carry complex inspirational projects integration sensors robotic prototype crucial learners comprehend use them presented study potential educational data mining used investigate group primary secondary school students using visual programming lego mindstorms ev education software design programming sequences solving exercise related ultrasonic sensor mounted robotic artifact purpose tracking system designed every programming attempt performed students teams registered log file stored sd card installed lego mindstorms ev brick log files analyzed using machine learning techniques means clustering order extract different patterns creation sequences extract various problemsolving pathways performed students difference problemsolving pathways respect indicator early achievement studied,identification students learning process education robotics activities
507,10.1007/s11412-020-09318-2,,Unpacking the relationship between existing and new measures of physiological synchrony and collaborative learning: a mixed methods study,ar,Schneider B.,Harvard University,International Journal of Computer-Supported Collaborative Learning,Journal,"Over the last decade, there has been a renewed interest in capturing twenty-first century skills using new data collection tools. In this article, we leverage an existing dataset where electrodermal activity (EDA) was used to identify markers of productive collaboration. The data came from 42 pairs of participants (NÂ =â84) who had no coding experience and were asked to program a robot to solve a variety of mazes. Because little is known on how physiological synchrony relates to collaborative learning, we explored four different measures of synchrony: Signal Matching (SM), Instantaneous Derivative Matching (IDM), Directional Agreement (DA) and Pearsonâs Correlation (PC). Overall, we found PC to be positively associated with learning gains (râ=â0.35) and DA with collaboration quality (râ=â0.3). To gain further insights into these results, we also qualitatively analyzed two groups and identified situations with high or low physiological synchrony. We observed higher synchrony values when members of a productive group reacted to an external event (e.g., following instructions, receiving a hint), oscillations when they were watching a video or interacting with each other, and lower values when they were programming and / or seem to be confused. Based on these results, we developed a new measure of collaboration using electrodermal data: we computed the number of cycles between low and high synchronization. We found this measure to be significantly correlated with collaboration quality (râ=â0.57) and learning gains (râ=â0.47). This measure was not significantly correlated with the measures of physiological synchrony mentioned above, suggesting that it is capturing a different construct. We compare those results with prior studies and discuss implications for measuring collaborative process through physiological sensors.",NO,0,last decade renewed interest capturing twentyfirst century skills using new data collection tools article leverage existing dataset electrodermal activity eda used identify markers productive collaboration data came pairs participants n coding experience asked program robot solve variety makes little known physiological synchrony relates collaborative learning explored four different measures synchrony signal matching sm instantaneous derivative matching idm directional agreement da persons correlation pc overall found pc positively associated learning gains r da collaboration quality r gain insights results also qualitatively analyzed two groups identified situations high low physiological synchrony observed higher synchrony values members productive group reacted external event eg following instructions receiving hint oscillations watching video interacting lower values programming seem confused based results developed new measure collaboration using electrodermal data computed number cycles low high synchronization found measure significantly correlated collaboration quality r learning gains r measure significantly correlated measures physiological synchrony mentioned suggesting capturing different construct compare results prior studies discuss implications measuring collaborative process physiological sensors,unpacking relationship existing new measures physiological synchrony collaborative learning mixed methods study
508,10.1177/1729881420911491,,Continuous reinforcement learning to adapt multi-objective optimization online for robot motion,ar,Zhang K.,Beijing Institute of Technology;The University of North Carolina at Charlotte,International Journal of Advanced Robotic Systems,Journal,"This article introduces a continuous reinforcement learning framework to enable online adaptation of multi-objective optimization functions for guiding a mobile robot to move in changing dynamic environments. The robot with this framework can continuously learn from multiple or changing environments where it encounters different numbers of obstacles moving in unknown ways at different times. Using both planned trajectories from a real-time motion planner and already executed trajectories as feedback observations, our reinforcement learning agent enables the robot to adapt motion behaviors to environmental changes. The agent contains a Q network connected to a long short-term memory network. The proposed framework is tested in both simulations and real robot experiments over various, dynamically varied task environments. The results show the efficacy of online continuous reinforcement learning for quick adaption to different, unknown, and dynamic environments.",NO,0,article introduces continuous reinforcement learning framework enable online adaptation multiobjective optimization functions guiding mobile robot move changing dynamic environments robot framework continuously learn multiple changing environments encounters different numbers obstacles moving unknown ways different times using planned trajectories realtime motion planner already executed trajectories feedback observations reinforcement learning agent enables robot adapt motion behaviors environmental changes agent contains q network connected long shortterm memory network proposed framework tested simulations real robot experiments various dynamically varied task environments results show efficacy online continuous reinforcement learning quick adaption different unknown dynamic environments,continuous reinforcement learning adapt multiobjective optimization online robot motion
509,10.1016/j.micpro.2020.102990,,CNN-Grinder: From Algorithmic to High-Level Synthesis descriptions of CNNs for Low-end-low-cost FPGA SoCs,ar,Mousouliotis P.,Aristotle University of Thessaloniki,Microprocessors and Microsystems,Journal,"Although High-Level Synthesis (HLS) tools have been in the scene for almost fifteen years, researchers have been reluctant to use them for accelerating their algorithms on FPGA SoCs. We present CNN-Grinder, a template-driven workflow for converting algorithmic descriptions of mobile-friendly convolutional neural networks (CNNs), such as SqueezeNet v1.1 and ZynqNet, to HLS code which can be used for programming low-end-low-cost FPGA SoCs. In contrast to other works, which from the user perspective are acting as a black box, CNN-Grinder does not hide its inner workings by automating the procedure of algorithmic-to-HLS description but it exposes every step in a clear and concise way. CNN-Grinder provides the means to developers to map a CNN on an FPGA SoC by providing easy to follow steps and templates which are not constrained to specific CNN architectures and FPGA devices. Our workflow is accompanied by the SqueezeJet-2 accelerator, which is used for the acceleration of the convolutional and the max-pooling layers of the SqueezeNet v1.1 and the ZynqNet CNNs making possible to achieve more than 10fps CNN inference at 100MHz using a batch size equal to 1 on a low-end-low-cost FPGA SoC such as the Xilinx XC7Z020. Finally, an analytical model of the SqueezeJet-2 accelerator is developed and evaluated against related results produced by the Xilinx Vivado HLS tool.",NO,0,although highlevel synthesis hls tools scene almost fifteen years researchers reluctant use accelerating algorithms pga docs present cnngrinder templatedriven workflow converting algorithmic descriptions mobilefriendly convolutional neural networks inns squeezenet v zynqnet hls code used programming lowendlowcost pga docs contrast works user perspective acting black box cnngrinder hide inner workings automating procedure algorithmictohls description exposes every step clear concise way cnngrinder provides means developers map cnn pga soc providing easy follow steps templates constrained specific cnn architectures pga devices workflow accompanied squeezejet accelerator used acceleration convolutional maxpooling layers squeezenet v zynqnet inns making possible achieve fps cnn inference mhz using batch size equal lowendlowcost pga soc xilinx cz finally analytical model squeezejet accelerator developed evaluated related results produced xilinx vivado hls tool,cnngrinder algorithmic highlevel synthesis descriptions inns lowendlowcost pga docs
510,10.1016/j.ast.2019.105657,,Reinforcement learning in dual-arm trajectory planning for a free-floating space robot,ar,Wu Y.H.,Nanjing University of Aeronautics and Astronautics,Aerospace Science and Technology,Journal,"A free-floating space robot exhibits strong dynamic coupling between the arm and the base, and the resulting position of the end of the arm depends not only on the joint angles but also on the state of the base. Dynamic modeling is complicated for multiple degree of freedom (DOF) manipulators, especially for a space robot with two arms. Therefore, the trajectories are typically planned offline and tracked online. However, this approach is not suitable if the target has relative motion with respect to the servicing space robot. To handle this issue, a model-free reinforcement learning strategy is proposed for training a policy for online trajectory planning without establishing the dynamic and kinematic models of the space robot. The model-free learning algorithm learns a policy that maps states to actions via trial and error in a simulation environment. With the learned policy, which is represented by a feedforward neural network with 2 hidden layers, the space robot can schedule and perform actions quickly and can be implemented for real-time applications. The feasibility of the trained policy is demonstrated for both fixed and moving targets.",NO,0,freefloating space robot exhibits strong dynamic coupling arm base resulting position end arm depends joint angles also state base dynamic modeling complicated multiple degree freedom of manipulators especially space robot two arms therefore trajectories typically planned offline tracked online however approach suitable target relative motion respect servicing space robot handle issue modelfree reinforcement learning strategy proposed training policy online trajectory planning without establishing dynamic cinematic models space robot modelfree learning algorithm learns policy maps states actions via trial error simulation environment learned policy represented feedforward neural network hidden layers space robot schedule perform actions quickly implemented realtime applications feasibility trained policy demonstrated fixed moving targets,reinforcement learning dualarm trajectory planning freefloating space robot
511,10.1016/j.addma.2019.101003,,Building free-form thin shell parts using supportless extrusion-based additive manufacturing,ar,Bhatt P.M.,University of Southern California,Additive Manufacturing,Journal,"Conventional material extrusion additive manufacturing is capable of building complex structures. Overhanging features require the use of support structures. Printing the support structure requires additional time and material. Conventional processes need time to remove support material and may lead to degraded surface finish. The use of support structures can be avoided by dynamically reorienting the build-platform. This paper presents a novel approach to build accurate thin shell parts using supportless extrusion-based additive manufacturing. We describe the layer slicing algorithm, the tool-path planning algorithm, and the neural network-based compensated trajectory generation scheme to use a 3 degree of freedom build-platform and a 3 degree of freedom extrusion tool to build accurate thin shell parts using two manipulators. Such thin shell parts cannot be built without supports by previous supportless AM processes. We illustrate the usefulness of our algorithms by building several thin shell parts.",NO,0,conventional material extrusion additive manufacturing capable building complex structures overhanging features require use support structures printing support structure requires additional time material conventional processes need time remove support material may lead degraded surface finish use support structures avoided dynamically reorienting buildplatform paper presents novel approach build accurate thin she will parts using supportless extrusionbased additive manufacturing describe layer slicing algorithm toolpath planning algorithm neural networkbased compensated trajectory generation scheme use degree freedom buildplatform degree freedom extrusion tool build accurate thin she will parts using two manipulators thin she will parts cannot built without supports previous supportless processes illustrate usefulness algorithms building several thin she will parts,building freeform thin she will parts using supportless extrusionbased additive manufacturing
512,10.1002/cae.22188,,A teaching method for the theory and application of robot kinematics based on MATLAB and V-REP,ar,Zhou D.,"China University of Mining &amp; Technology, Beijing",Computer Applications in Engineering Education,Journal,"With the continuous development of the world, robots are necessary for achieving high production rates and competitiveness. With an increasing robot demand, many universities offer robotics courses. These courses teach students the mathematical principles of robot-related algorithms. However, it is difficult for students to apply pure mathematical algorithms in robotics to real robot development in a traditional classroom. This paper's motivation is to present a new robotics teaching method: Algorithm, Virtual experiment, Programming and Controller (AVPC), which shows students the steps of complete robot algorithm development, verification, and application process, taking the kinematics of an educational desktop 6-DOF robotic arm as a typical teaching case. For the low-cost educational desktop six-axis robotic arm, an inverse kinematics algorithm is proposed. The inverse solution algorithm is realized in MATLAB, and then the dynamic model of the desktop robotic arm is established in Virtual Robot Experimentation Platform (V-REP). The inverse kinematics algorithm in MATLAB is used to control the virtual robot arm movement in V-REP to the specified position and orientation through the application programming interface (API) interface, thus verifying the correctness of the inverse kinematics algorithm. The inverse algorithm is implemented by using C language function in the microcontroller, and the running time of the algorithm is compared with that of the iterative solution method. In the present study, we investigated the studentsâ feelings and exam scores of using the new teaching method. The results show that the new teaching method has a significant impact on the improvement of studentsâ learning effect of robotics.",NO,0,continuous development world robots necessary achieving high production rates competitiveness increasing robot demand many universities offer robotics courses courses teach students mathematical principles robotrelated algorithms however difficult students apply pure mathematical algorithms robotics real robot development traditional classroom paper motivation present new robotics teaching method algorithm virtual experiment programming controller avec shows students steps complete robot algorithm development verification application process taking kinematics educational desktop of robotic arm typical teaching case lowcost educational desktop sixaxis robotic arm inverse kinematics algorithm proposed inverse solution algorithm realized matlab dynamic model desktop robotic arm established virtual robot experimentation platform rep inverse kinematics algorithm matlab used control virtual robot arm movement rep specified position orientation application programming interface api interface thus verifying correctness inverse kinematics algorithm inverse algorithm implemented using c language function microcontroller running time algorithm compared iterative solution method present study investigated students feelings exam scores using new teaching method results show new teaching method significant impact improvement students learning effect robotics,teaching method theory application robot kinematics based matlab rep
513,10.1007/s41315-019-00114-2,,An educational Arduino robot for visual Deep Learning experiments,ar,Hu H.,Renmin University of China,International Journal of Intelligent Robotics and Applications,Journal,"Deep Learning methods are gaining popularity with both academy and industry. We are in dire need of student affordable educational platform that can support doing Deep Learning experiments. In this paper, we present a mobile robot platform based on Arduino for educational experiments in visual Deep Learning. The educational robot uses Arduino open-source hardware and supports various programming interfaces, including C/C++, Python and Matlab. The robot uses an attached android mobile phone to capture images and video streams. Visual Deep Learning models such as DNNs and CNNs can be examined and practiced with the robot.",NO,0,deep learning methods gaining popularity academy industry dire need student affordable educational platform support deep learning experiments paper present mobile robot platform based arduino educational experiments visual deep learning educational robot uses arduino opensource hardware supports various programming interfaces including cc python matlab robot uses attached android mobile phone capture images video streams visual deep learning models inns inns examined practiced robot,educational arduino robot visual deep learning experiments
514,10.1007/s10514-019-09871-2,,Hierarchical reinforcement learning via dynamic subspace search for multi-agent planning,ar,Ma A.,"University of California, San Diego",Autonomous Robots,Journal,"We consider scenarios where a swarm of unmanned vehicles (UxVs) seek to satisfy a number of diverse, spatially distributed objectives. The UxVs strive to determine an efficient plan to service the objectives while operating in a coordinated fashion. We focus on developing autonomous high-level planning, where low-level controls are leveraged from previous work in distributed motion, target tracking, localization, and communication. We rely on the use of state and action abstractions in a Markov decision processes framework to introduce a hierarchical algorithm, Dynamic Domain Reduction for Multi-Agent Planning, that enables multi-agent planning for large multi-objective environments. Our analysis establishes the correctness of our search procedure within specific subsets of the environments, termed âsub-environmentâ and characterizes the algorithm performance with respect to the optimal trajectories in single-agent and sequential multi-agent deployment scenarios using tools from submodularity. Simulated results show significant improvement over using a standard Monte Carlo tree search in an environment with large state and action spaces.",NO,0,consider scenarios swarm unmanned vehicles uxvs seek satisfy number diverse spatially distributed objectives uxvs strive determine efficient plan service objectives operating coordinated fashion focus developing autonomous highlevel planning lowlevel controls leveraged previous work distributed motion target tracking localization communication rely use state action abstraction markov decision processes framework introduce hierarchical algorithm dynamic domain reduction multiagent planning enables multiagent planning large multiobjective environments analysis establishes correctness search procedure within specific subsets environments termed subenvironment characterizes algorithm performance respect optimal trajectories singleagent sequential multiagent deployment scenarios using tools submodularity simulated results show significant improvement using standard monte carlo tree search environment large state action spaces,hierarchical reinforcement learning via dynamic subspace search multiagent planning
515,10.1108/AA-11-2018-0188,,An extended DMP framework for robot learning and improving variable stiffness manipulation,ar,Bian F.,Harbin Institute of Technology,Assembly Automation,Journal,"Purpose

The purpose of this paper is to present a method which enables a robot to learn both motion skills and stiffness profiles from humans through kinesthetic human-robot cooperation.

Design Methodology Approach

Admittance control is applied to allow robot-compliant behaviors when following the reference trajectories. By extending the dynamical movement primitives (DMP) model, a new concept of DMP and stiffness primitives is introduced to encode a kinesthetic demonstration as a combination of trajectories and stiffness profiles, which are subsequently transferred to the robot. Electromyographic signals are extracted from a humanâs upper limbs to obtain target stiffness profiles. By monitoring vibrations of the end-effector velocities, a stability observer is developed. The virtual damping coefficient of admittance controller is adjusted accordingly to eliminate the vibrations.

Findings

The performance of the proposed methods is evaluated experimentally. The result shows that the robot can perform tasks in a variable stiffness mode as like the human dose in the teaching phase.

Originality Value

DMP has been widely used as a teaching by demonstration method to represent movements of humans and robots. The proposed method extends the DMP framework to allow a robot to learn not only motion skills but also stiffness profiles. Additionally, the authors proposed a stability observer to eliminate vibrations when the robot is disturbed by environment.",NO,0,purpose purpose paper present method enables robot learn motion skills stiffness profiles humans kinesthetic humanrobot cooperation design methodology approach admittance control applied allow robotcompliant behaviors following reference trajectories extending dynamical movement primitive amp model new concept amp stiffness primitive introduced encode kinesthetic demonstration combination trajectories stiffness profiles subsequently transferred robot electromyographic signals extracted humans upper limbs obtain target stiffness profiles monitoring vibrations endeffector velocities stability observer developed virtual damping coefficient admittance controller adjusted accordingly eliminate vibrations findings performance proposed methods evaluated experimentally result shows robot perform tasks variable stiffness mode like human dose teaching phase originality value amp widely used teaching demonstration method represent movements humans robots proposed method extends amp framework allow robot learn motion skills also stiffness profiles additionally authors proposed stability observer eliminate vibrations robot disturbed environment,extended amp framework robot learning improving variable stiffness manipulation
516,10.1080/01691864.2019.1694068,,System for augmented humanârobot interaction through mixed reality and robot training by non-experts in customer service environments,ar,El Hafi L.,Ritsumeikan University Biwako-Kusatsu Campus,Advanced Robotics,Journal,"Humanârobot interaction during general service tasks in home or retail environment has been proven challenging, partly because (1) robots lack high-level context-based cognition and (2) humans cannot intuit the perception state of robots as they can for other humans. To solve these two problems, we present a complete robot system that has been given the highest evaluation score at the Customer Interaction Task of the Future Convenience Store Challenge at the World Robot Summit 2018, which implements several key technologies: (1) a hierarchical spatial concepts formation for general robot task planning and (2) a mixed reality interface to enable users to intuitively visualize the current state of the robot perception and naturally interact with it. The results obtained during the competition indicate that the proposed system allows both non-expert operators and end users to achieve humanârobot interactions in customer service environments. Furthermore, we describe a detailed scenario including employee operation and customer interaction which serves as a set of requirements for service robots and a road map for development. The system integration and task scenario described in this paper should be helpful for groups facing customer interaction challenges and looking for a successfully deployed base to build on.",NO,0,humanrobot interaction general service tasks home retail environment proven challenging partly robots lack highlevel contextbased cognition humans cannot intuit perception state robots humans solve two problems present complete robot system given highest evaluation score customer interaction task future convenience store challenge world robot summit implements several key technologies hierarchical spatial concepts formation general robot task planning mixed reality interface enable users intuitively visualize current state robot perception naturally interact it results obtained competition indicate proposed system allows nonexpert operators end users achieve humanrobot interactions customer service environments furthermore describe detailed scenario including employee operation customer interaction serves set requirements service robots road map development system integration task scenario described paper helpful groups facing customer interaction challenges looking successfully deployed base build,system augmented humanrobot interaction mixed reality robot training nonexperts customer service environments
517,10.1109/RITA.2020.2978416,,Using UML for Learning How to Design and Model Cyber-Physical Systems,ar,Ordinez L.,Universidad Nacional de la Patagonia San Juan Bosco,Revista Iberoamericana de Tecnologias del Aprendizaje,Journal,"In this paper a methodology for teaching and learning the modeling of embedded systems and, in a more generic vision cyber-physical systems (CPS) is presented. To this end, a subset of tools from UML is used in an intuitive and ordered way starting with an informal description of the system until implementation details are obtained. However, the codification of the system is left out as the programming language depends on the hardware platform to be used. The method has been used in grade courses for several years now with an important accumulated experience that shows how students are able to adopt it and learn to elicit the different types of requirements, actors and functions.",NO,0,paper methodology teaching learning modeling embedded systems generic vision cyberphysical systems cps presented end subset tools url used intuitive ordered way starting informal description system implementation details obtained however modification system left programming language depends hardware platform used method used grade courses several years important accumulated experience shows students able adopt learn elicit different types requirements actors functions,using url learning design model cyberphysical systems
518,10.3390/s20030706,32012874.0,Depth imageâbased deep learning of grasp planning for textureless planar-faced objects in vision-guided robotic bin-picking,ar,Jiang P.,Toshiba Corporation,Sensors (Switzerland),Journal,"Bin-picking of small parcels and other textureless planar-faced objects is a common task at warehouses. A general color imageâbased vision-guided robot picking system requires feature extraction and goal image preparation of various objects. However, feature extraction for goal image matching is difficult for textureless objects. Further, prior preparation of huge numbers of goal images is impractical at a warehouse. In this paper, we propose a novel depth imageâbased vision-guided robot bin-picking system for textureless planar-faced objects. Our method uses a deep convolutional neural network (DCNN) model that is trained on 15,000 annotated depth images synthetically generated in a physics simulator to directly predict grasp points without object segmentation. Unlike previous studies that predicted grasp points for a robot suction hand with only one vacuum cup, our DCNN also predicts optimal grasp patterns for a hand with two vacuum cups (left cup on, right cup on, or both cups on). Further, we propose a surface feature descriptor to extract surface features (center position and normal) and refine the predicted grasp point position, removing the need for texture features for vision-guided robot control and sim-to-real modification for DCNN model training. Experimental results demonstrate the efficiency of our system, namely that a robot with 7 degrees of freedom can pick randomly posed textureless boxes in a cluttered environment with a 97.5% success rate at speeds exceeding 1000 pieces per hour. View Full-Text",NO,1,binpicking small parcels textureless planarfaced objects common task warehouses general color imagebased visionguided robot picking system requires feature extraction goal image preparation various objects however feature extraction goal image matching difficult textureless objects prior preparation huge numbers goal images impractical warehouse paper propose novel depth imagebased visionguided robot binpicking system textureless planarfaced objects method uses deep convolutional neural network cnn model trained annotated depth images synthetically generated physics simulator directly predict grasp points without object segmentation unlike previous studies predicted grasp points robot suction hand one vacuum cup cnn also predicts optimal grasp patterns hand two vacuum cups left cup right cup cups propose surface feature descriptor extract surface features center position normal refine predicted grasp point position removing need texture features visionguided robot control simtoreal modification cnn model training experimental results demonstrate efficiency system namely robot degrees freedom pick randomly posed textureless boxes cluttered environment success rate speeds exceeding pieces per hour view fulltext,depth imagebased deep learning grasp planning textureless planarfaced objects visionguided robotic binpicking
